Timestamp,Bid Close,Ask Close,sym,duration
2017.03.24D14:32:00.000000000,99.6328125,99.6484375,US5YT=RR,4.672
2017.03.24D14:31:00.000000000,99.6328125,99.6484375,US5YT=RR,4.672
2017.03.24D14:28:00.000000000,99.6484375,99.65625,US5YT=RR,4.672
2017.03.24D14:26:00.000000000,99.6640625,99.671875,US5YT=RR,4.672
2017.03.24D14:25:00.000000000,99.6640625,99.671875,US5YT=RR,4.672
2017.03.24D14:24:00.000000000,99.6640625,99.671875,US5YT=RR,4.672
2017.03.24D14:23:00.000000000,99.6640625,99.671875,US5YT=RR,4.672
2017.03.24D14:22:00.000000000,99.671875,99.6796875,US5YT=RR,4.672
2017.03.24D14:21:00.000000000,99.65625,99.6640625,US5YT=RR,4.672
2017.03.24D14:17:00.000000000,99.6484375,99.65625,US5YT=RR,4.672
2017.03.24D14:16:00.000000000,99.65625,99.6640625,US5YT=RR,4.672
2017.03.24D14:15:00.000000000,99.65625,99.671875,US5YT=RR,4.672
2017.03.24D14:14:00.000000000,99.65625,99.6640625,US5YT=RR,4.672
2017.03.24D14:13:00.000000000,99.65625,99.6640625,US5YT=RR,4.672
2017.03.24D14:12:00.000000000,99.6484375,99.65625,US5YT=RR,4.672
2017.03.24D14:09:00.000000000,99.6484375,99.65625,US5YT=RR,4.672
2017.03.24D14:08:00.000000000,99.65625,99.6640625,US5YT=RR,4.672
2017.03.24D14:07:00.000000000,99.65625,99.6640625,US5YT=RR,4.672
2017.03.24D14:06:00.000000000,99.6640625,99.671875,US5YT=RR,4.672
2017.03.24D14:05:00.000000000,99.6640625,99.671875,US5YT=RR,4.672
2017.03.24D14:04:00.000000000,99.65625,99.6640625,US5YT=RR,4.672
2017.03.24D14:03:00.000000000,99.6484375,99.65625,US5YT=RR,4.672
2017.03.24D14:02:00.000000000,99.65625,99.6640625,US5YT=RR,4.672
2017.03.24D14:01:00.000000000,99.6640625,99.671875,US5YT=RR,4.672
2017.03.24D14:00:00.000000000,99.65625,99.6640625,US5YT=RR,4.672
2017.03.24D13:58:00.000000000,99.65625,99.6640625,US5YT=RR,4.672
2017.03.24D13:57:00.000000000,99.65625,99.6640625,US5YT=RR,4.672
2017.03.24D13:55:00.000000000,99.65625,99.6640625,US5YT=RR,4.672
2017.03.24D13:54:00.000000000,99.65625,99.6640625,US5YT=RR,4.672
2017.03.24D13:53:00.000000000,99.6640625,99.671875,US5YT=RR,4.672
2017.03.24D13:52:00.000000000,99.671875,99.6796875,US5YT=RR,4.672
2017.03.24D13:51:00.000000000,99.6796875,99.6875,US5YT=RR,4.672
2017.03.24D13:50:00.000000000,99.6796875,99.6875,US5YT=RR,4.672
2017.03.24D13:49:00.000000000,99.671875,99.6796875,US5YT=RR,4.672
2017.03.24D13:47:00.000000000,99.6796875,99.6875,US5YT=RR,4.672
2017.03.24D13:46:00.000000000,99.671875,99.6796875,US5YT=RR,4.672
2017.03.24D13:45:00.000000000,99.6796875,99.6953125,US5YT=RR,4.672
2017.03.24D13:44:00.000000000,99.671875,99.6796875,US5YT=RR,4.672
2017.03.24D13:42:00.000000000,99.6640625,99.671875,US5YT=RR,4.672
2017.03.24D13:40:00.000000000,99.671875,99.6796875,US5YT=RR,4.672
2017.03.24D13:38:00.000000000,99.6640625,99.671875,US5YT=RR,4.672
2017.03.24D13:37:00.000000000,99.65625,99.6640625,US5YT=RR,4.672
2017.03.24D13:36:00.000000000,99.6484375,99.65625,US5YT=RR,4.672
