Timestamp,Bid Close,Ask Close,sym,duration
2017.03.23D22:06:00.000000000,99.40625,99.421875,US30YT=RR,19.162
2017.03.23D22:05:00.000000000,99.359375,99.375,US30YT=RR,19.162
2017.03.23D22:04:00.000000000,99.34375,99.359375,US30YT=RR,19.162
2017.03.23D22:03:00.000000000,99.359375,99.375,US30YT=RR,19.162
2017.03.23D22:02:00.000000000,99.390625,99.421875,US30YT=RR,19.162
2017.03.23D22:01:00.000000000,99.390625,99.421875,US30YT=RR,19.162
2017.03.23D22:00:00.000000000,99.40625,99.421875,US30YT=RR,19.162
2017.03.23D21:59:00.000000000,99.40625,99.421875,US30YT=RR,19.162
2017.03.23D21:58:00.000000000,99.390625,99.421875,US30YT=RR,19.162
2017.03.23D21:55:00.000000000,99.421875,99.4375,US30YT=RR,19.162
2017.03.23D21:54:00.000000000,99.40625,99.421875,US30YT=RR,19.162
2017.03.23D21:53:00.000000000,99.40625,99.421875,US30YT=RR,19.162
2017.03.23D21:52:00.000000000,99.40625,99.421875,US30YT=RR,19.162
2017.03.23D21:51:00.000000000,99.40625,99.421875,US30YT=RR,19.162
2017.03.23D21:50:00.000000000,99.40625,99.4375,US30YT=RR,19.162
2017.03.23D21:49:00.000000000,99.40625,99.4375,US30YT=RR,19.162
2017.03.23D21:48:00.000000000,99.40625,99.4375,US30YT=RR,19.162
2017.03.23D21:46:00.000000000,99.40625,99.4375,US30YT=RR,19.162
2017.03.23D21:44:00.000000000,99.40625,99.421875,US30YT=RR,19.162
2017.03.23D21:43:00.000000000,99.421875,99.4375,US30YT=RR,19.162
2017.03.23D21:42:00.000000000,99.421875,99.453125,US30YT=RR,19.162
2017.03.23D21:41:00.000000000,99.4375,99.453125,US30YT=RR,19.162
2017.03.23D21:40:00.000000000,99.453125,99.46875,US30YT=RR,19.162
2017.03.23D21:39:00.000000000,99.46875,99.484375,US30YT=RR,19.162
2017.03.23D21:38:00.000000000,99.46875,99.484375,US30YT=RR,19.162
2017.03.23D21:37:00.000000000,99.453125,99.484375,US30YT=RR,19.162
2017.03.23D21:36:00.000000000,99.46875,99.484375,US30YT=RR,19.162
2017.03.23D21:35:00.000000000,99.46875,99.5,US30YT=RR,19.162
2017.03.23D21:34:00.000000000,99.484375,99.5,US30YT=RR,19.162
2017.03.23D21:33:00.000000000,99.46875,99.5,US30YT=RR,19.162
2017.03.23D21:32:00.000000000,99.46875,99.5,US30YT=RR,19.162
2017.03.23D21:31:00.000000000,99.5,99.515625,US30YT=RR,19.162
2017.03.23D21:30:00.000000000,99.46875,99.5,US30YT=RR,19.162
2017.03.23D21:29:00.000000000,99.546875,99.5625,US30YT=RR,19.162
2017.03.23D21:28:00.000000000,99.5625,99.578125,US30YT=RR,19.162
2017.03.23D21:27:00.000000000,99.546875,99.5625,US30YT=RR,19.162
2017.03.23D21:26:00.000000000,99.5625,99.59375,US30YT=RR,19.162
2017.03.23D21:25:00.000000000,99.5625,99.578125,US30YT=RR,19.162
2017.03.23D21:24:00.000000000,99.5625,99.578125,US30YT=RR,19.162
2017.03.23D21:23:00.000000000,99.53125,99.5625,US30YT=RR,19.162
2017.03.23D21:22:00.000000000,99.53125,99.546875,US30YT=RR,19.162
2017.03.23D21:20:00.000000000,99.53125,99.5625,US30YT=RR,19.162
2017.03.23D21:19:00.000000000,99.546875,99.5625,US30YT=RR,19.162
2017.03.23D21:17:00.000000000,99.515625,99.546875,US30YT=RR,19.162
2017.03.23D21:16:00.000000000,99.5,99.515625,US30YT=RR,19.162
2017.03.23D21:15:00.000000000,99.484375,99.515625,US30YT=RR,19.162
2017.03.23D21:14:00.000000000,99.46875,99.5,US30YT=RR,19.162
2017.03.23D21:13:00.000000000,99.46875,99.5,US30YT=RR,19.162
2017.03.23D21:12:00.000000000,99.46875,99.5,US30YT=RR,19.162
2017.03.23D21:11:00.000000000,99.46875,99.5,US30YT=RR,19.162
2017.03.23D21:09:00.000000000,99.484375,99.5,US30YT=RR,19.162
2017.03.23D21:08:00.000000000,99.484375,99.5,US30YT=RR,19.162
2017.03.23D21:07:00.000000000,99.46875,99.5,US30YT=RR,19.162
2017.03.23D21:06:00.000000000,99.46875,99.484375,US30YT=RR,19.162
2017.03.23D21:03:00.000000000,99.4375,99.453125,US30YT=RR,19.162
2017.03.23D21:02:00.000000000,99.421875,99.4375,US30YT=RR,19.162
2017.03.23D21:01:00.000000000,99.421875,99.4375,US30YT=RR,19.162
2017.03.23D21:00:00.000000000,99.421875,99.4375,US30YT=RR,19.162
2017.03.23D20:59:00.000000000,99.46875,99.484375,US30YT=RR,19.162
2017.03.23D20:58:00.000000000,99.46875,99.484375,US30YT=RR,19.162
2017.03.23D20:57:00.000000000,99.5,99.515625,US30YT=RR,19.162
2017.03.23D20:56:00.000000000,99.546875,99.578125,US30YT=RR,19.162
2017.03.23D20:55:00.000000000,99.609375,99.625,US30YT=RR,19.162
