1.900447738224707046e-03 2.236861484804360950e-02 -2.474112220944903098e-03
1.034989150574885941e-01 4.365947049933963445e-03 1.897433168850691521e-02
1.948820380857644308e-01 4.670209304399234804e-03 -1.518609006905725575e-02
-5.985979439831021209e-02 -1.313130639903639305e-02 1.692560597953506746e-02
-4.445753338669387877e-02 -1.232065269187634579e-02 -2.667263742832832150e-03
4.776630635214722947e-02 -1.366836847957548021e-02 -2.256710686466750423e-02
5.864836995768225869e-02 -2.960438962262737506e-02 -1.439511700309632422e-03
4.031263553283157552e-01 -3.178216190246942185e-02 9.956015189084461980e-03
1.828641636516869506e-01 4.017293407421174828e-02 -6.946922485025614630e-03
-2.514884214508960811e-02 9.330065861902256397e-03 3.295907030796631221e-02
5.011099898716814272e-01 -4.303492338023966191e-02 -3.792618037764271255e-02
2.264990103210365868e-01 -3.142146644481917661e-02 1.592535109886540796e-03
3.490260261455755408e-01 -4.142603744352066353e-02 3.521482446442691233e-03
-2.104539611748323380e-01 2.732703192225790362e-02 1.264727122628148299e-02
-9.717687768303076568e-02 -7.092385511891611226e-03 -3.709530995193636646e-03
3.507890004288725105e-01 -1.430879460269125422e-02 -3.782559318228275770e-03
1.681761711291923367e-01 -2.228953317783851848e-02 -1.749838216587431237e-03
2.633258992688179978e-01 -3.418341762593973820e-02 -2.206708365915067277e-03
-1.527460959438787791e-01 -2.139657684205437116e-02 2.318734764340868188e-03
-1.967060602416307313e-01 4.283257653902845102e-02 5.048777585650880174e-03
7.132479847191983136e-02 -2.848708602271434603e-02 2.594046958479843262e-02
-1.297106277398901164e-01 2.191610482123841630e-02 -2.827694901569815719e-02
1.046048481580210826e-01 -3.488881761922577041e-02 1.211225206580316890e-02
1.104840674328110145e-01 -9.825735587727582251e-03 -1.417491234821071158e-02
-7.385886379898645715e-02 8.690199095746043920e-04 8.292296256681173927e-03
-2.733732704696156812e-02 9.630366034554874166e-03 1.476327117741567212e-02
-1.570437490895584542e-01 -9.832973013255801031e-04 -2.100105914129314980e-02
-3.664718476995170761e-03 -2.066932015547132129e-02 4.319577081750758732e-03
-6.329067500830726223e-02 2.076529118383838024e-02 -3.805130472762958006e-03
-1.186792914513196406e-01 -4.051943548275502814e-03 1.530016754497617176e-02
2.077586195911563793e-01 3.107366538208960333e-02 3.887668178255560859e-03
4.318504108247874784e-01 -4.624428473414656654e-02 -1.779615317774073738e-02
7.135979411611609313e-01 3.674307877836643227e-02 1.010240033045015952e-02
-3.023138519666562773e-01 -2.892910471471673434e-02 -2.835896985768907985e-03
1.363615291596989854e-01 -1.085101905692891812e-02 -2.145401497377116828e-03
1.713412390656040563e-01 1.854795304253268121e-02 9.101583638206872662e-03
3.076299464819461926e-01 1.348559221150145981e-03 2.051960152655757375e-02
1.188793393316623370e-01 -5.250278424914845560e-02 -1.339473984517752791e-03
-4.048277508868187713e-01 3.530347092677817156e-02 -7.879015613294688969e-03
