1.596602690160783475e-02 1.435555797464388161e-01 1.255957644379375182e-01
4.147728541038364636e-02 2.954495308600456061e-01 1.311919870448520209e-01
6.176769338422066769e-02 3.673784825126282794e-01 1.580394132986800981e-02
1.025720450475833267e-01 3.819320316339739896e-01 4.630567976124538854e-02
1.384167527519341578e-01 3.761367985192128338e-01 -2.659633407365458169e-02
1.653991895064361450e-01 3.201638633878395868e-01 -3.394552861038202529e-02
1.943975235458000328e-01 2.654867617758979170e-01 1.332596849652686877e-02
2.150416058446095735e-01 1.910062509317480006e-01 -9.115493066756208407e-02
2.322280096926221116e-01 1.613091109692098291e-01 -8.480694071745185914e-02
2.473519957927898805e-01 7.454567883953601426e-02 -1.222241779667571637e-01
2.573600768502224412e-01 4.515855717770119598e-02 1.971183588867682634e-01
2.636385813355079377e-01 9.505147690698786608e-03 -2.476228712591526382e-01
2.676117390235697724e-01 -4.538310199895975033e-02 1.532640073320779006e-01
2.688877588997434787e-01 -7.596588135045648227e-02 1.396208023434057088e-01
2.722178347752989835e-01 -1.358025576226579156e-01 -3.663574017919846715e-01
2.733509795808928278e-01 -1.741692276055540334e-01 3.430166013766489108e-01
2.713299997714026524e-01 -1.741675082849487577e-01 4.450031329800838709e-01
2.780210786626556851e-01 -2.330315372954792907e-01 2.986530835411377316e-01
2.826005952598006910e-01 -1.728020512909571871e-01 -3.333538666531525307e-01
2.806562628621037669e-01 -2.355808807709352248e-01 -3.725077266777929719e-01
