7.508184410959951871e-02 -2.319487008959154051e-01 2.131302267342191636e-01
1.378469145168760290e-01 -3.525542931318736417e-01 4.964417095508678601e-01
1.791579998472743185e-01 -3.744690737910355560e-01 2.048960582537522335e-01
2.091756622534305388e-01 -3.423457704118522127e-01 1.058004212073940797e-01
2.246890603871232461e-01 -3.006627073866659505e-01 1.058279654704139539e-01
2.329052799377018534e-01 -2.272230524798484752e-01 -1.301639533523278047e-01
2.373124648304238138e-01 -1.459903242121192435e-01 -2.937892345886796708e-01
2.432729933380453902e-01 -1.019996755999425242e-01 -3.526223791101067984e-01
2.448916357370563568e-01 -4.876320292361239345e-02 -3.800126164140989471e-01
2.429177491032626091e-01 -7.012634569267960256e-03 -2.365515892407915877e-01
2.445432250450969014e-01 2.076690322777691861e-02 -1.710106508142086312e-01
2.461003198995554420e-01 6.128154526750970166e-02 -2.580479967059939178e-02
2.371305357389839885e-01 8.974342108305818910e-02 3.633003582973511753e-02
2.390553844033008191e-01 9.688916631739111218e-02 6.352600747923506375e-02
2.377279510008133423e-01 1.264082057627294586e-01 -1.766043003646306994e-02
2.368338448162558008e-01 2.019871584948976784e-01 1.015128297005275515e-01
2.335383776425649649e-01 2.397099972886606589e-01 1.193260556885992751e-01
2.318692166853686676e-01 2.547430897824674578e-01 9.449946915061156749e-02
2.294593146045481868e-01 3.080644999899121439e-01 2.928879579434681690e-01
2.302040316822092370e-01 3.043689378982736282e-01 2.468744315973644132e-01
